date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:13:51	3136/3136	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:13:50%20GMT	https://damnedgame.online/robots.txt		(from )
01:13:52	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:13:52%20GMT	https://damnedgame.online/	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/index.html	(from )
01:13:53	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:13:52%20GMT	https://damnedgame.online/assets/images/download.png	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/download.html	(from https://damnedgame.online/)
01:13:54	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:13:53%20GMT	https://damnedgame.online/assets/images/favicon.ico	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/favicon.html	(from https://damnedgame.online/)
01:13:55	11760/11760	---MCZ	200	added ('OK')	text/css	etag:W/%22dcc2c1f9ca03ffb5fc7e936ef3e4f9a9%22	https://damnedgame.online/assets/css/styles.css	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/css/styles.css	(from https://damnedgame.online/)
01:13:56	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:13:55%20GMT	https://damnedgame.online/assets/css/fontawesome.css	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/css/fontawesome.html	(from https://damnedgame.online/)
01:13:57	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2005%20Dec%202023%2022:13:56%20GMT	https://damnedgame.online/index.html	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/index-2.html	(from https://damnedgame.online/)
01:13:57	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2005%20Dec%202023%2022:13:57%20GMT	https://damnedgame.online/faq.html	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/faq.html	(from https://damnedgame.online/)
01:13:59	4916/4916	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:13:58%20GMT	https://damnedgame.online/faq	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/faq.html	(from https://damnedgame.online/)
01:14:00	35285/35285	---M--	200	added ('OK')	image/jpeg	date:Sun,%2008%20Oct%202023%2018:40:00%20GMT	https://cdn.discordapp.com/attachments/1138198193352491111/1160647806177005618/Picsart_23-10-08_21-38-47-815.jpg?ex=65356c80&is=6522f780&hm=92f77f28b72543c16029988f92b083c6a9f159c041b35b1c2d1370ac72a23d06&	/storage/emulated/0/HTTrack/Websites/damned/cdn.discordapp.com/attachments/1138198193352491111/1160647806177005618/Picsart_23-10-08_21-38-47-8158dd6.jpg	(from https://damnedgame.online/)
01:14:02	44179/44179	---M--	200	added ('OK')	image/jpeg	date:Sun,%2008%20Oct%202023%2018:15:23%20GMT	https://cdn.discordapp.com/attachments/1138198193352491111/1160641610443395164/Picsart_23-10-08_21-14-40-252.jpg?ex=653566bb&is=6522f1bb&hm=f0ec4ecbc4c9c0cf96e85744cab02a47fc4945768d107f6f80a7da7a512f3fc9&	/storage/emulated/0/HTTrack/Websites/damned/cdn.discordapp.com/attachments/1138198193352491111/1160641610443395164/Picsart_23-10-08_21-14-40-2529ee8.jpg	(from https://damnedgame.online/)
01:14:02	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2005%20Dec%202023%2022:14:02%20GMT	https://damnedgame.online/eula.html	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/eula.html	(from https://damnedgame.online/)
01:14:04	15725/15725	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:03%20GMT	https://damnedgame.online/eula	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/eula.html	(from https://damnedgame.online/)
01:14:04	2115592/2115592	---M--	200	added ('OK')	image/gif	etag:%22c5aa80aeb92ec8d0ae74db8406142e0c%22	https://cdn.discordapp.com/attachments/1138198193352491111/1160639622095843420/c5aa80aeb92ec8d0ae74db8406142e0c.gif?ex=653564e1&is=6522efe1&hm=05fac6084508feff6f824be4630bc47608682a1cba37801f32275540fe8ae432&	/storage/emulated/0/HTTrack/Websites/damned/cdn.discordapp.com/attachments/1138198193352491111/1160639622095843420/c5aa80aeb92ec8d0ae74db8406142e0c5f5f.gif	(from https://damnedgame.online/)
01:14:05	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2005%20Dec%202023%2022:14:04%20GMT	https://damnedgame.online/privacy.html	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/privacy.html	(from https://damnedgame.online/)
01:14:06	5374/5374	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:05%20GMT	https://damnedgame.online/privacy	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/privacy.html	(from https://damnedgame.online/)
01:14:07	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:06%20GMT	https://damnedgame.online/assets/js/mobile.js	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/js/mobile.html	(from https://damnedgame.online/)
01:14:08	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:08%20GMT	https://damnedgame.online/assets/images/assets/images/download.png	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/assets/images/download.html	(from https://damnedgame.online/assets/images/download.png)
01:14:09	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:08%20GMT	https://damnedgame.online/assets/images/assets/images/favicon.ico	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/assets/images/favicon.html	(from https://damnedgame.online/assets/images/download.png)
01:14:10	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:09%20GMT	https://damnedgame.online/assets/images/assets/css/styles.css	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/assets/css/styles.html	(from https://damnedgame.online/assets/images/download.png)
01:14:11	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:10%20GMT	https://damnedgame.online/assets/images/assets/css/fontawesome.css	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/assets/css/fontawesome.html	(from https://damnedgame.online/assets/images/download.png)
01:14:12	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:11%20GMT	https://damnedgame.online/assets/images/index.html	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/index.html	(from https://damnedgame.online/assets/images/download.png)
01:14:13	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:12%20GMT	https://damnedgame.online/assets/images/faq.html	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/faq.html	(from https://damnedgame.online/assets/images/download.png)
01:14:14	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:13%20GMT	https://damnedgame.online/assets/images/eula.html	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/eula.html	(from https://damnedgame.online/assets/images/download.png)
01:14:15	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:14%20GMT	https://damnedgame.online/assets/images/privacy.html	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/privacy.html	(from https://damnedgame.online/assets/images/download.png)
01:14:16	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:15%20GMT	https://damnedgame.online/assets/images/assets/js/mobile.js	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/assets/js/mobile.html	(from https://damnedgame.online/assets/images/download.png)
01:14:17	4236/4236	---MCZ	200	added ('OK')	text/css	etag:W/%2268f6ce09a8440a08484acfca3bf206f3%22	https://damnedgame.online/npm/-xz/fonts-1/serve/metropolis.min.css	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/npm/-xz/fonts-1/serve/metropolis.min.css	(from https://damnedgame.online/assets/css/styles.css)
01:14:18	1132/1132	---MCZ	200	added ('OK')	text/css	etag:W/%22ddf82871e998a790ec540ca14c4ead2e%22	https://damnedgame.online/npm/-xz/fonts-1/serve/mononoki.min.css	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/npm/-xz/fonts-1/serve/mononoki.min.css	(from https://damnedgame.online/assets/css/styles.css)
01:14:19	3259/3259	---MCZ	200	added ('OK')	text/css	etag:W/%22a62e160e7b1e3562e6172c0638c2b74f%22	https://damnedgame.online/npm/-xz/fonts-1/serve/nevermind.min.css	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/npm/-xz/fonts-1/serve/nevermind.min.css	(from https://damnedgame.online/assets/css/styles.css)
01:14:21	42607/42607	---M--	200	added ('OK')	image/png	etag:%22f87e704dd0ea0d92dd4474bd770e928e%22	https://damnedgame.online/assets/images/background.png	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/background.png	(from https://damnedgame.online/assets/css/styles.css)
01:14:21	98868/98868	---M--	200	added ('OK')	font/woff	etag:%2230a5953f5ac9c297b1d18f9df0c31b29%22	https://damnedgame.online/assets/fonts/Inter-Regular.woff	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/fonts/Inter-Regular.woff	(from https://damnedgame.online/assets/css/styles.css)
01:14:22	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:22%20GMT	https://damnedgame.online/assets/css/assets/images/download.png	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/css/assets/images/download.html	(from https://damnedgame.online/assets/css/fontawesome.css)
01:14:23	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:22%20GMT	https://damnedgame.online/assets/css/assets/images/favicon.ico	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/css/assets/images/favicon.html	(from https://damnedgame.online/assets/css/fontawesome.css)
01:14:24	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:23%20GMT	https://damnedgame.online/assets/css/assets/css/styles.css	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/css/assets/css/styles.html	(from https://damnedgame.online/assets/css/fontawesome.css)
01:14:25	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:24%20GMT	https://damnedgame.online/assets/css/assets/css/fontawesome.css	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/css/assets/css/fontawesome.html	(from https://damnedgame.online/assets/css/fontawesome.css)
01:14:26	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:25%20GMT	https://damnedgame.online/assets/css/index.html	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/css/index.html	(from https://damnedgame.online/assets/css/fontawesome.css)
01:14:27	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:26%20GMT	https://damnedgame.online/assets/css/faq.html	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/css/faq.html	(from https://damnedgame.online/assets/css/fontawesome.css)
01:14:28	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:27%20GMT	https://damnedgame.online/assets/css/eula.html	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/css/eula.html	(from https://damnedgame.online/assets/css/fontawesome.css)
01:14:29	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:28%20GMT	https://damnedgame.online/assets/css/privacy.html	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/css/privacy.html	(from https://damnedgame.online/assets/css/fontawesome.css)
01:14:30	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:29%20GMT	https://damnedgame.online/assets/css/assets/js/mobile.js	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/css/assets/js/mobile.html	(from https://damnedgame.online/assets/css/fontawesome.css)
01:14:30	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2005%20Dec%202023%2022:14:30%20GMT	https://damnedgame.online/index.html	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/index-2.html	(from https://damnedgame.online/faq)
01:14:33	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:31%20GMT	https://damnedgame.online/faq_html.html	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/faq_html.html	(from https://damnedgame.online/faq)
01:14:33	4718/4718	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:32%20GMT	https://damnedgame.online/cdn-cgi/l/email-protection	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/cdn-cgi/l/email-protection.html	(from https://damnedgame.online/faq)
01:14:34	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265660ffd-4d7%22	https://damnedgame.online/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://damnedgame.online/faq)
01:14:34	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2005%20Dec%202023%2022:14:34%20GMT	https://damnedgame.online/index.html	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/index-2.html	(from https://damnedgame.online/eula)
01:14:36	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:35%20GMT	https://damnedgame.online/eula_html.html	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/eula_html.html	(from https://damnedgame.online/eula)
01:14:37	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2005%20Dec%202023%2022:14:36%20GMT	https://damnedgame.online/index.html	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/index-2.html	(from https://damnedgame.online/privacy)
01:14:39	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:37%20GMT	https://damnedgame.online/privacy_html.html	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/privacy_html.html	(from https://damnedgame.online/privacy)
01:14:39	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:38%20GMT	https://damnedgame.online/assets/js/assets/images/download.png	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/js/assets/images/download.html	(from https://damnedgame.online/assets/js/mobile.js)
01:14:40	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:39%20GMT	https://damnedgame.online/assets/js/assets/images/favicon.ico	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/js/assets/images/favicon.html	(from https://damnedgame.online/assets/js/mobile.js)
01:14:41	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:40%20GMT	https://damnedgame.online/assets/js/assets/css/styles.css	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/js/assets/css/styles.html	(from https://damnedgame.online/assets/js/mobile.js)
01:14:42	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:41%20GMT	https://damnedgame.online/assets/js/assets/css/fontawesome.css	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/js/assets/css/fontawesome.html	(from https://damnedgame.online/assets/js/mobile.js)
01:14:43	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:42%20GMT	https://damnedgame.online/assets/js/index.html	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/js/index.html	(from https://damnedgame.online/assets/js/mobile.js)
01:14:44	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:43%20GMT	https://damnedgame.online/assets/js/faq.html	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/js/faq.html	(from https://damnedgame.online/assets/js/mobile.js)
01:14:45	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:44%20GMT	https://damnedgame.online/assets/js/eula.html	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/js/eula.html	(from https://damnedgame.online/assets/js/mobile.js)
01:14:46	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:45%20GMT	https://damnedgame.online/assets/js/privacy.html	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/js/privacy.html	(from https://damnedgame.online/assets/js/mobile.js)
01:14:47	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:46%20GMT	https://damnedgame.online/assets/js/assets/js/mobile.js	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/js/assets/js/mobile.html	(from https://damnedgame.online/assets/js/mobile.js)
01:14:48	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:47%20GMT	https://damnedgame.online/assets/images/assets/images/assets/images/download.png	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/assets/images/assets/images/download.html	(from https://damnedgame.online/assets/images/assets/images/download.png)
01:14:49	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:48%20GMT	https://damnedgame.online/assets/images/assets/images/assets/images/favicon.ico	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/assets/images/assets/images/favicon.html	(from https://damnedgame.online/assets/images/assets/images/download.png)
01:14:50	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:49%20GMT	https://damnedgame.online/assets/images/assets/images/assets/css/styles.css	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/assets/images/assets/css/styles.html	(from https://damnedgame.online/assets/images/assets/images/download.png)
01:14:51	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:50%20GMT	https://damnedgame.online/assets/images/assets/images/assets/css/fontawesome.css	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/assets/images/assets/css/fontawesome.html	(from https://damnedgame.online/assets/images/assets/images/download.png)
01:14:52	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:51%20GMT	https://damnedgame.online/assets/images/assets/images/index.html	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/assets/images/index.html	(from https://damnedgame.online/assets/images/assets/images/download.png)
01:14:53	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:52%20GMT	https://damnedgame.online/assets/images/assets/images/faq.html	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/assets/images/faq.html	(from https://damnedgame.online/assets/images/assets/images/download.png)
01:14:54	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:53%20GMT	https://damnedgame.online/assets/images/assets/images/eula.html	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/assets/images/eula.html	(from https://damnedgame.online/assets/images/assets/images/download.png)
01:14:55	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:54%20GMT	https://damnedgame.online/assets/images/assets/images/privacy.html	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/assets/images/privacy.html	(from https://damnedgame.online/assets/images/assets/images/download.png)
01:14:56	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:55%20GMT	https://damnedgame.online/assets/images/assets/images/assets/js/mobile.js	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/assets/images/assets/js/mobile.html	(from https://damnedgame.online/assets/images/assets/images/download.png)
01:14:57	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:57%20GMT	https://damnedgame.online/assets/images/assets/css/assets/images/download.png	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/assets/css/assets/images/download.html	(from https://damnedgame.online/assets/images/assets/css/styles.css)
01:14:58	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:57%20GMT	https://damnedgame.online/assets/images/assets/css/assets/images/favicon.ico	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/assets/css/assets/images/favicon.html	(from https://damnedgame.online/assets/images/assets/css/styles.css)
01:14:59	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:58%20GMT	https://damnedgame.online/assets/images/assets/css/assets/css/styles.css	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/assets/css/assets/css/styles.html	(from https://damnedgame.online/assets/images/assets/css/styles.css)
01:15:00	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:14:59%20GMT	https://damnedgame.online/assets/images/assets/css/assets/css/fontawesome.css	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/assets/css/assets/css/fontawesome.html	(from https://damnedgame.online/assets/images/assets/css/styles.css)
01:15:01	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:15:00%20GMT	https://damnedgame.online/assets/images/assets/css/index.html	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/assets/css/index.html	(from https://damnedgame.online/assets/images/assets/css/styles.css)
01:15:02	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:15:01%20GMT	https://damnedgame.online/assets/images/assets/css/faq.html	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/assets/css/faq.html	(from https://damnedgame.online/assets/images/assets/css/styles.css)
01:15:03	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:15:02%20GMT	https://damnedgame.online/assets/images/assets/css/eula.html	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/assets/css/eula.html	(from https://damnedgame.online/assets/images/assets/css/styles.css)
01:15:04	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:15:03%20GMT	https://damnedgame.online/assets/images/assets/css/privacy.html	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/assets/css/privacy.html	(from https://damnedgame.online/assets/images/assets/css/styles.css)
01:15:06	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:15:04%20GMT	https://damnedgame.online/assets/images/assets/css/assets/js/mobile.js	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/assets/css/assets/js/mobile.html	(from https://damnedgame.online/assets/images/assets/css/styles.css)
01:15:07	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:15:06%20GMT	https://damnedgame.online/assets/images/assets/js/assets/images/download.png	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/assets/js/assets/images/download.html	(from https://damnedgame.online/assets/images/assets/js/mobile.js)
01:15:08	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:15:07%20GMT	https://damnedgame.online/assets/images/assets/js/assets/images/favicon.ico	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/assets/js/assets/images/favicon.html	(from https://damnedgame.online/assets/images/assets/js/mobile.js)
01:15:09	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:15:08%20GMT	https://damnedgame.online/assets/images/assets/js/assets/css/styles.css	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/assets/js/assets/css/styles.html	(from https://damnedgame.online/assets/images/assets/js/mobile.js)
01:15:10	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:15:09%20GMT	https://damnedgame.online/assets/images/assets/js/assets/css/fontawesome.css	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/assets/js/assets/css/fontawesome.html	(from https://damnedgame.online/assets/images/assets/js/mobile.js)
01:15:11	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:15:10%20GMT	https://damnedgame.online/assets/images/assets/js/index.html	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/assets/js/index.html	(from https://damnedgame.online/assets/images/assets/js/mobile.js)
01:15:12	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:15:11%20GMT	https://damnedgame.online/assets/images/assets/js/faq.html	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/assets/js/faq.html	(from https://damnedgame.online/assets/images/assets/js/mobile.js)
01:15:13	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:15:12%20GMT	https://damnedgame.online/assets/images/assets/js/eula.html	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/assets/js/eula.html	(from https://damnedgame.online/assets/images/assets/js/mobile.js)
01:15:14	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:15:13%20GMT	https://damnedgame.online/assets/images/assets/js/privacy.html	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/assets/js/privacy.html	(from https://damnedgame.online/assets/images/assets/js/mobile.js)
01:15:15	8876/8876	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2022:15:14%20GMT	https://damnedgame.online/assets/images/assets/js/assets/js/mobile.js	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/assets/images/assets/js/assets/js/mobile.html	(from https://damnedgame.online/assets/images/assets/js/mobile.js)
01:15:15	11616/11616	---M--	200	added ('OK')	font/woff	etag:%225d5aca9a9ab1b851c9c843d1e971ffc8%22	https://damnedgame.online/npm/-xz/fonts-1/serve/src/metropolis/Metropolis-Thin.woff	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/npm/-xz/fonts-1/serve/src/metropolis/Metropolis-Thin.woff	(from https://damnedgame.online/npm/-xz/fonts-1/serve/metropolis.min.css)
01:15:16	12408/12408	---M--	200	added ('OK')	font/woff	etag:%228eeafded9963508dd18f6296aeb04869%22	https://damnedgame.online/npm/-xz/fonts-1/serve/src/metropolis/Metropolis-ThinItalic.woff	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/npm/-xz/fonts-1/serve/src/metropolis/Metropolis-ThinItalic.woff	(from https://damnedgame.online/npm/-xz/fonts-1/serve/metropolis.min.css)
01:15:17	11660/11660	---M--	200	added ('OK')	font/woff	etag:%224808d59d61aeb2cf3bd437948a38de81%22	https://damnedgame.online/npm/-xz/fonts-1/serve/src/metropolis/Metropolis-ExtraLight.woff	/storage/emulated/0/HTTrack/Websites/damned/damnedgame.online/npm/-xz/fonts-1/serve/src/metropolis/Metropolis-ExtraLight.woff	(from https://damnedgame.online/npm/-xz/fonts-1/serve/metropolis.min.css)
